"","V1","V2","V3","V4","V5"
"1",74.0187461709418,73.8157474579309,72.6286694500775,73.4008322842163,74.2945451265675
"2",74.3897943007002,72.7919238245705,73.6363239825291,72.3733273182969,73.743521605876
"3",75.1017795030871,74.7557815080273,73.7617664439813,74.9874447034134,74.7413901283838
"4",74.0893472664958,73.0450561438476,73.8048496153328,74.9255212620941,74.4829785248366
"5",73.4036893632798,71.8147131618305,73.3251340621249,71.8809388080898,72.7348019784691
"6",73.6263384448453,73.3124445696121,73.1278411732823,73.8982389937752,73.7462194698975
"7",72.1462595455209,73.9220539339246,74.9685663405245,74.1849259599903,72.6200564216624
"8",72.5644856376396,74.3620872286066,72.2409132462403,73.6754559904277,73.3484370114553
"9",75.0865513994405,73.2374551199687,73.1713374649989,74.8344739030885,73.0323480132401
"10",73.9711846645241,74.2325251525754,73.6987913184958,73.3223854168507,74.6552276362352
"11",73.5993624529683,73.6654434349266,75.367953953192,76.1377671036501,74.505819264529
"12",74.7863423842392,73.0977880558214,74.5328969923283,73.3541057464508,74.2909874884298
"13",72.7624055311228,73.5438237248822,73.1696773452753,74.3401156436743,75.0663763956822
"14",75.2161258380798,74.7356906576331,73.5187913826844,74.5627447628581,72.7536802881108
"15",74.3809222126257,72.5695727472033,72.9515544951214,73.7814964494654,72.5100637632645
"16",75.1727062812143,72.5201729784283,73.5696121839228,72.9483613579566,75.5225863440541
"17",74.5928280545861,73.7773384909807,74.7128942762485,74.7166008337411,74.4402418643841
"18",74.1588306213181,74.659764138332,76.2205196629356,72.8160549259346,73.9260441655025
"19",73.5836453251135,73.8085176562474,74.0695447814074,75.1553483180105,74.5949573469505
"20",72.580354891643,72.393322754642,74.8929258995632,74.1481679551877,75.2270283901014
"21",73.238195660822,74.4193754058899,72.9600566353676,74.7115739659926,73.3667869850322
"22",74.5631746644501,74.6609866858316,72.3419491426746,75.0281679770179,75.1279536140146
"23",72.7198453965778,75.1288682274096,73.535865472835,73.6842397904686,74.924293146835
"24",74.0771447239858,75.0399236051119,74.7418862067382,75.2555448582895,74.9509189664562
"25",73.5186343927267,74.2028817779698,73.9682602561623,72.8044196996654,74.6236812368484
"26",73.0851955163331,74.2487580077081,72.9373772068196,73.6360177528042,72.7930051466217
"27",75.4292127813898,74.6334358909828,72.0031843823436,73.3181678269038,73.5399445206893
"28",73.0169308058522,74.4953317128883,74.7258175002325,74.6672987318929,74.9547864364666
"29",72.3246678207081,72.7948146075081,72.0367475107795,75.470752309814,74.3724723385506
"30",75.0658793340377,74.5306498683573,74.1019834458841,75.3377824657865,74.0872347684911
"31",73.6088957925996,73.7501325154044,75.1551047458962,73.135272760169,73.1333216576317
"32",71.6789829696521,74.6088301689178,75.150006048201,72.8004023282631,72.4199992454501
"33",74.6531661936422,73.450591514877,74.5210545253125,73.3005969335905,73.5610906852078
"34",73.3226807038833,74.9591411947754,72.5318266705376,74.1837638926681,72.5648528173482
"35",72.8626001018765,73.585354673122,74.1439342881514,75.0620243306983,73.4292060972646
"36",75.2771813764121,74.2282893205401,73.6911869354973,74.9598291305956,74.5488223748121
"37",74.425513093772,74.6435000351282,72.6396938564965,73.8014938935968,74.6193026768754
"38",76.0682096050368,73.6947152458028,74.2812456122299,74.6913173367059,74.0463614381433
"39",74.113029361626,74.9953318742891,73.3188486386783,72.7229427533123,72.5313022501689
"40",73.6865259334641,72.2963405073367,72.6494853438623,72.8979063227908,72.9004569854707
"41",75.2155137761956,74.3308764851041,75.3902751192747,74.8720469850211,72.9191829773397
"42",74.4958215914465,75.0526275562163,72.7253500498487,73.8063332715766,72.7049163574466
"43",74.1418802846786,75.2617150519866,73.5684996719304,72.1772874104982,74.3525439587531
"44",72.6515485585262,74.7076883179074,73.5891090632012,73.5539548200777,72.9588436983313
"45",73.670775283846,73.7171783758676,74.4324291254953,73.6923929049366,73.9433636921107
"46",74.7335154202003,74.0973116196652,75.6308917365882,74.5606106990022,75.3295647644522
"47",73.7211765043655,72.7332684558591,73.7508516059597,74.0179884145688,74.3770727271103
"48",74.7960085575274,73.1593225829014,71.7945282491738,72.8719440089375,72.6586900411975
"49",75.605114042881,74.7444237284885,74.8620822059534,74.3951558154762,74.5091186963303
"50",73.8774498741694,74.0925846471783,73.6421200856664,73.640344775653,75.0285707208843
"51",75.077892592451,74.9317812152325,72.5392061330224,73.0939244237507,73.3196521686076
"52",75.063166036789,73.3075868478738,72.8663717347091,72.9053845662028,72.9870963811633
"53",74.4102773258859,74.4777404419268,71.6701204549335,74.0162554651767,74.9803535231465
"54",74.8063482648174,74.1196008888913,71.5633843956824,74.0310224761224,73.6642533020002
"55",73.7362238380762,73.6441475391198,73.5188452017098,74.2227354678179,76.4299103186974
"56",75.4962981187342,73.2827917972409,73.5329460998124,74.6629234528594,76.3001768909466
"57",74.3275101412166,74.0638634816169,72.8604390600323,75.1804102036204,74.0413884770332
"58",72.7864064366153,74.0731957766278,73.7426754056545,74.2668064109421,75.3877243257164
