"","V1","V2","V3","V4","V5"
"1",9.33041036668884,10.1753748432593,9.89477723988054,11.1823794502955,10.155961655024
"2",10.4248400106127,9.22427928097568,10.9527100430112,8.89965437393612,9.52018394476009
"3",10.1198481617413,10.1283659149554,9.73115479763351,10.9864537532244,10.1645059603253
"4",9.96091106413311,9.48152780041342,10.6811415062078,8.78158139077915,13.0803949936065
"5",9.41588017119357,11.0187472338604,10.3492816345367,11.0312058712364,8.91416143829244
"6",9.41539938738404,9.03970483978575,10.307925966022,8.45636110271004,10.3294345746131
"7",9.87851528174076,12.3431669102455,9.81609389700168,9.85174204335459,9.07998113591222
"8",9.70427443390515,10.2438768504904,10.5564309091946,11.4205360809266,11.2936023663867
"9",9.86449438259424,11.8709375170098,7.63096641586568,10.8304896470322,9.30362237239177
"10",11.7629741668359,9.51541301868723,11.7587538837365,10.0583720755994,7.49512611687704
"11",9.4039172396612,7.68186998325545,10.2384864052146,12.529953634373,6.97076677594943
"12",11.3072851914914,8.13489964455194,12.4331626223006,11.8417311794722,8.88153111290482
"13",9.65067238797988,9.90820798559198,9.49482205092104,13.4426110429795,10.1731121398494
"14",9.04930026405319,10.8506587778946,10.268922054924,9.90677742565205,9.87668019695963
"15",10.5985375478474,8.5808594605354,8.45010795795014,12.1980284460987,7.25053932824545
"16",10.0169996237034,8.54996256342888,10.3607192340926,11.3446021615464,7.23412768579299
"17",11.1957627301067,9.93333899416386,8.20620136785861,7.42505193127086,10.9461085414423
"18",9.78946001007993,10.288490424822,11.0898158285796,12.3029004302791,9.86163964463906
"19",9.25717046460836,11.9044014304015,8.80939042818561,8.45657206576018,9.29293823686008
"20",13.2609095283282,8.89000588016872,10.5513596605999,8.42842287192821,8.43462071338595
"21",9.5561023096751,11.8174844881921,9.37447037028062,11.1238338952236,8.05600885594179
"22",9.46625890670341,8.96477721169067,9.50760477469749,11.6534681981219,9.85675495802463
"23",10.2301246174344,10.3394682727977,9.18062176618538,8.09438034840367,9.55869953083709
"24",10.1711813750395,11.3574929839108,9.65923516310622,9.59661208659008,12.1535870383928
"25",8.96838245184144,10.5653363940827,9.22140421954319,10.5533807668536,7.93965163958857
"26",9.30833416658576,9.62694468746027,11.3432761736153,9.37390688503661,10.3971959518708
"27",9.44294089516797,8.86615924840532,10.9187280294812,9.38640522704945,11.7975787206651
"28",10.5907616979942,9.79876513249437,10.6073983239035,9.94646043831996,10.6081612393549
"29",9.45543343015798,7.15134223801787,10.2090958362415,10.8800649815481,8.69088777651337
"30",8.51514209894339,9.41686991014329,9.31185184313919,10.558661181096,10.1788738709023
"31",11.3795815945125,12.2046704168518,9.9760709161198,9.96772891390964,10.333662450551
"32",9.55050073101846,9.84886176448183,9.86815614641068,10.3521156757258,10.1853115348605
"33",9.67697408230532,10.078708489287,9.76363756791212,11.0595734259868,10.0089837133619
"34",9.16027981927176,9.66334704074519,9.07943734547753,10.2700561261499,11.1285083016228
"35",10.8427652050501,10.2685512989999,9.87857250538563,10.3859787369675,9.92708676595438
"36",7.27753420912086,10.4778255358595,9.50319898871221,11.6910780312548,12.8914663666881
"37",8.34703662368026,10.7864983210201,10.1653590100935,9.30172312597627,10.8269704639502
"38",10.9442952099106,9.875735562832,9.60640449718053,8.55224672074536,9.16691346635211
"39",9.68932468681967,9.66557759859524,11.2718601303334,9.64537007975972,12.5270339637525
"40",9.42667904033214,12.1007288007096,10.2159215456506,8.55272981922336,10.7692495417202
