"","V1","V2","V3","V4","V5"
"1",7.53739101579413,6.53384253033437,7.13453833246604,8.46551040420309,5.42567984433845
"2",6.12718308228068,6.37265261495486,6.36152533115819,8.07914653909393,7.14835762744769
"3",8.25827833497897,7.83868876285851,5.5675449105911,7.97962652635761,6.79024987504818
"4",7.14404709171504,5.25951661053114,6.32088833721355,6.99395365430973,9.18067071703263
"5",9.32360612903722,8.07676208438352,8.87554948218167,6.77784345694818,7.02924986020662
"6",8.53323456947692,9.19143832637928,6.19794565602206,8.85385766625404,6.77948872209527
"7",7.67798518878408,5.46544064767659,5.84901520749554,9.49916225392371,7.11318803485483
"8",8.73873233911581,9.11326289991848,9.7732682316564,8.42722254688852,7.50251614837907
"9",6.37741931248456,6.14451972418465,5.07216952973977,8.64482281263918,6.24940235866234
"10",5.80591638339683,5.08521325071342,7.43050172575749,5.51450085942633,9.00773502304219
"11",6.77164032473229,9.68216269626282,6.22933196136728,7.36570730688982,5.95780435600318
"12",7.91610984946601,7.29736594948918,7.33717023977078,6.99916277779266,7.52642798121087
"13",5.15944077982567,5.57233794010244,7.34467737958767,6.98493368807249,9.16809597052634
"14",8.80560871679336,7.86678224452771,7.23754022968933,5.41901004035026,6.09569273656234
"15",5.3778514591977,7.67213392187841,8.20678288349882,7.6286965876352,5.1964069402311
"16",7.72929919883609,6.86381548643112,9.80651207268238,6.28670784528367,6.03975841659121
"17",9.30691219866276,7.32195991324261,6.11433716723695,8.11774800764397,6.01823850302026
"18",5.09836706798524,8.98996502975933,6.37159448349848,5.83304552012123,5.85075859096833
"19",7.442529683467,8.55704538640566,7.95967460726388,7.58578438428231,6.90813842928037
"20",9.17389164795168,6.24504025327042,7.70300513948314,8.71919701807201,5.15005927532911
"21",6.72171752434224,5.3066127654165,6.84489904437214,7.03796780202538,9.57168377703056
"22",9.44352624006569,9.91866088123061,7.3859763937071,8.46754116704687,7.12873231153935
"23",8.92083266400732,9.21347993658856,5.9173607325647,7.64269800623879,8.51473775226623
"24",9.56636380054988,6.29586959141307,8.96312384982593,8.07234775740653,8.50310264155269
"25",5.53966616978869,6.66932896594517,6.62065804121085,7.82712878077291,6.01589095662348
"26",6.09852253692225,8.16557639627717,6.76260255160742,9.28436617017724,9.75360783748329
"27",9.44015755434521,5.23429388413206,8.84520256891847,6.15112711326219,6.57592058880255
"28",6.41334792948328,8.56597825651988,9.31068958365358,5.53161760326475,7.75163877871819
