"","V1","V2","V3","V4","V5"
"1",9.2310644434765,9.03069000411779,10.2092897333205,8.22553260158747,9.87419713567942
"2",9.93508294038475,11.2496104706079,9.48128214851022,10.1862343801185,8.68104820419103
"3",10.4999859081581,11.5286620724946,9.1214153598994,9.59395160619169,11.0502043291926
"4",10.676086849533,8.81844864785671,9.4300994137302,9.43790045939386,10.7611621133983
"5",10.143244615756,10.8432153817266,10.1533947931603,10.9958889074624,9.68040580209345
"6",8.68568085040897,11.081206439063,11.5278143510222,10.1963868411258,9.11089502647519
"7",9.95322397630662,11.7140202997252,9.39476792700589,11.816630830057,10.7810965562239
"8",11.5578141557053,8.7216289807111,10.5175634017214,11.9582565464079,8.52115548029542
"9",9.32264210283756,11.4604821866378,11.1103377575055,11.3092137984931,10.4132974259555
"10",9.9649272877723,11.1214340440929,11.5369081096724,8.83085559122264,9.22834358736873
"11",9.32211939245462,8.79471628088504,8.94277720805258,9.09954664111137,10.3652842147276
"12",9.01356261502951,8.49394892156124,8.91962354816496,10.3903011688963,8.84563422389328
"13",9.85480471234769,10.5884047765285,11.842292368412,10.7055926863104,9.78059208672494
"14",9.43109513167292,9.82292582467198,9.78165590763092,8.98037035670131,10.7774028480053
"15",9.64894814044237,9.31090347468853,10.2902590679005,11.8679963378236,10.6471160883084
"16",10.4987908676267,11.4266121704131,11.0991155523807,11.3361083948985,8.36604111455381
"17",9.83810194674879,10.3975926237181,11.67888764292,11.9312963094562,8.15121031738818
"18",10.3117496035993,10.9332566726953,8.99496961105615,9.20294609945267,10.9338668063283
"19",11.6278175022453,8.83926707226783,9.43255195673555,9.79319657757878,11.6257057320327
"20",9.55775718297809,10.0698389979079,8.50095635093749,8.12058298289776,11.0872219782323
"21",9.30966032855213,9.55791477300227,8.16421101801097,9.44558653794229,10.2839123355225
"22",10.739520967938,11.8844669880345,10.8078352296725,8.04618201870471,10.1421285150573
"23",11.346285850741,11.2274669697508,8.32373057305813,8.95563720725477,11.8639594558626
"24",8.15068930573761,11.6656257286668,10.9049063138664,8.80310485698283,11.3608029857278
"25",9.5866493890062,9.57080903742462,9.89022754784673,10.3346276581287,9.40954867564142
"26",8.11389605142176,11.9803517386317,11.8302338365465,10.2066047051921,8.40781582985073
"27",8.95166059210896,11.4403906594962,10.9530451456085,9.9892490580678,10.3196843406186
"28",8.06473354063928,9.88851952645928,8.16955891530961,9.85261766519397,10.5199790718034
"29",10.6929971510544,8.34813868254423,8.57433519884944,11.6339139956981,8.49013036023825
"30",10.9154511699453,11.8015087051317,8.17342365998775,8.07839719206095,8.79628984164447
"31",10.020345046185,11.7055550515652,8.55360676627606,8.67677830439061,10.4265095116571
"32",11.2635067738593,11.3735248297453,11.1523087741807,8.07608346268535,10.7923499876633
"33",11.2603724617511,10.2736002439633,9.92025153152645,8.64548047073185,8.35702492762357
"34",8.65072949975729,8.10691380128264,10.838517902419,11.044072708115,11.4298991179094
"35",9.74906327947974,9.66854578722268,10.3425979614258,11.2998703233898,11.1725569097325
"36",9.30461028032005,11.8317277738824,10.612078438513,9.83470327686518,10.4240875337273
"37",9.15488774701953,10.8713233750314,11.6935897702351,10.6997579457238,8.74375996924937
"38",9.39226865116507,8.49407812487334,8.43246487528086,9.19181279931217,11.3527996037155
"39",11.9710843758658,9.74853763729334,8.81025828234851,11.8554860027507,10.6415484482422
"40",9.19246731791645,8.47704874351621,10.399006404914,8.48076221160591,11.1537280650809
